distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
12.192013369591322,0.5508843283221644,2.3567296569428047,1.0,0.0,0.0,1.0,0.0
0.5020929614848619,2.964947052994746,2.4101531166077,0.0,0.0,0.0,1.0,0.0
13.574576552970438,1.833599948338726,0.3901524710634998,1.0,0.0,0.0,1.0,0.0
193.2191725343993,6.594889107882189,0.8660980035160828,1.0,1.0,0.0,1.0,0.0
7.974863340319719,0.6137915073572823,0.2091381702711879,1.0,0.0,0.0,1.0,0.0
10.879003167033344,0.7018961297518886,3.760081417274746,1.0,1.0,0.0,1.0,0.0
4.276806988946448,0.0437897193581026,1.6578149348597588,1.0,0.0,0.0,0.0,0.0
4.174715927632568,0.1193928510062209,0.993877544560308,1.0,0.0,1.0,1.0,0.0
8.30283896911726,0.4413061387141654,2.3517566456065704,1.0,1.0,0.0,1.0,0.0
2.596138061472423,2.1310749481169,0.1693891530207292,1.0,1.0,0.0,1.0,0.0
7.577089494967637,0.4128460011593498,4.216034572029509,1.0,1.0,1.0,1.0,0.0
7.009489710783624,1.0998554537813128,4.68391704992884,1.0,1.0,1.0,0.0,0.0
4.689865213954271,2.1144533870456037,0.5078805336262467,1.0,0.0,0.0,0.0,0.0
7.657032430607161,0.1234116129233422,0.9516730411945794,1.0,1.0,0.0,1.0,0.0
19.081883332710227,0.1540613101791509,1.113009354803934,1.0,0.0,0.0,0.0,0.0
2.408511866948182,1.5438985622815344,2.844322805608046,1.0,0.0,0.0,0.0,0.0
14.103752061526494,6.894423690241199,0.1334218762353614,1.0,0.0,0.0,1.0,0.0
27.422638984611822,0.1552165797651344,4.396504308364096,1.0,1.0,0.0,1.0,1.0
1.806327145078042,0.0237349676353051,1.4159189742082168,0.0,1.0,1.0,1.0,0.0
8.628445225389354,0.6821181135094295,2.890463558758388,1.0,0.0,0.0,0.0,0.0
2.160747730267308,1.7057048555618226,4.438547135771054,1.0,0.0,0.0,0.0,0.0
10.80346843026191,0.3020990494680706,0.4707479140695348,1.0,0.0,0.0,1.0,0.0
5.194878997119903,2.438229265184862,1.3477779949343314,1.0,1.0,0.0,1.0,0.0
0.8516384992074182,0.7135197562515209,0.5981105329853157,0.0,0.0,0.0,1.0,0.0
16.550587135428124,2.8704376142320798,0.8703214804808206,1.0,0.0,0.0,0.0,0.0
160.57419629108887,1.0818411907194427,0.2684865821955191,1.0,1.0,0.0,0.0,0.0
50.55171091420341,4.318134923016121,1.131606408244407,1.0,1.0,0.0,0.0,0.0
4.571952843798994,0.1247573401681591,0.429239322418002,1.0,0.0,1.0,1.0,0.0
1.2517770246546165,0.115533237457196,2.3025212344378843,0.0,1.0,0.0,0.0,0.0
1.8023751972235935,0.0415900740026101,0.7552236384721239,0.0,1.0,0.0,0.0,0.0
72.77075779698298,0.8712805718406268,4.859173111366822,1.0,0.0,0.0,1.0,1.0
4.972263126327574,9.45566701715179,3.66417365184896,1.0,1.0,0.0,1.0,0.0
31.799615872356043,0.3327513390512384,3.796718910633615,1.0,1.0,0.0,1.0,0.0
10.150719556247015,0.442609246664811,0.5272436280264916,1.0,0.0,0.0,0.0,0.0
200.19866970793572,0.3193475152078109,1.446523361595167,1.0,0.0,0.0,1.0,1.0
39.16813808299296,0.0589991885488508,3.707559223041301,1.0,0.0,0.0,1.0,0.0
8.086567606056322,0.6531561499483298,0.3180034243521021,1.0,0.0,0.0,0.0,0.0
3.267294338301601,0.160479272373815,0.5984739919518868,1.0,0.0,0.0,0.0,0.0
78.92765216251236,0.0354382250345093,0.1624466926489693,1.0,0.0,0.0,1.0,0.0
3.040256487764589,62.88089080614028,0.0755033079623524,1.0,1.0,0.0,1.0,0.0
36.07415990986396,0.2579530761323275,0.3737592183302959,1.0,0.0,0.0,1.0,0.0
7.397356061606946,17.611043394729204,0.557444929469071,1.0,0.0,0.0,0.0,0.0
15.10627094414818,1.4112533804116132,1.5237531390143,1.0,0.0,0.0,1.0,0.0
32.062322942121334,0.7958544627752213,3.520210522581374,1.0,1.0,0.0,1.0,0.0
34.40301631916086,0.5073186177785873,0.1282440352634015,1.0,0.0,0.0,0.0,0.0
2.218176057626992,4.059238598153085,2.816671848362749,1.0,0.0,0.0,1.0,0.0
0.8391820607714774,1.3277478358245756,0.222379711340426,0.0,1.0,0.0,1.0,0.0
4.28567647749494,0.1391515282362073,0.238546054292702,1.0,0.0,0.0,1.0,0.0
4.123711342534474,0.0492767589138665,0.3375007065646144,1.0,0.0,0.0,0.0,0.0
215.1983135619631,6.791615099593041,2.573352836475821,1.0,1.0,0.0,0.0,0.0
0.223489868660612,1.5161156420266244,1.3686078789476082,0.0,0.0,0.0,1.0,0.0
2.6047768561898117,6.96109721623213,4.46154851442651,1.0,1.0,1.0,1.0,0.0
5.848484165882445,3.876870788172588,0.4699516397305176,1.0,1.0,0.0,1.0,0.0
1.6253026714162888,0.0386259963447195,0.5777490376153103,0.0,1.0,1.0,1.0,0.0
3.683656922325951,14.692340118324042,2.9505194961456893,1.0,0.0,0.0,1.0,0.0
3.5951608220228626,0.1473822514208999,0.4305648813707582,1.0,0.0,1.0,1.0,0.0
40.05218107543891,0.1806114548527543,3.7573939546591726,1.0,1.0,0.0,1.0,0.0
2.6113848280202943,55.01893956410998,2.4085359204405936,1.0,1.0,0.0,1.0,0.0
10.716010560625811,0.2441637418323387,1.0677155845991886,1.0,0.0,0.0,1.0,0.0
7.258151596361567,1.9418802821941237,9.30453109217322,1.0,0.0,0.0,1.0,1.0
